x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7
-0.5652578305668338,-0.350161252417729,-0.45000356016554177,-2.6486578863836225,0.01607102975717379,-0.2968588067159051,-0.5471199977902036,0.33171646759007906
0.13110925633179166,-0.5396094592652573,0.727762501923584,0.6010074397632628,-1.286721648635112,-1.1073105943022108,0.7439732825593038,1.6110553483825643
0.2741378299913792,-0.37363858494625274,0.7639404996272581,1.59969056241626,0.6571561216939446,0.10147958943537341,0.7393440449942319,-0.6415586394709627
-0.4956854759204254,-0.5503590211085029,-0.15031843149857693,-0.35102010241774195,0.11374781567753413,0.09152775570265817,0.29738600961474426,1.4364480776954316
-1.0137563217478536,-1.2953752884889316,-0.13692285493660566,0.12652068307096692,1.0964992427491602,-1.04870267007622,0.21729365633960968,0.13097828472036424
1.2410460427371306,0.6303802393501908,1.1269837400318456,0.5733376500478747,-0.8345741903206478,-0.4859347871159583,1.2227743185352207,-0.8452507947465625
0.3462106182786011,1.2450678268274726,-0.7592272529388048,-0.03885613576626611,2.190256905664642,-0.8134259703652778,-0.5397622117366959,1.5979184959205985
0.7217703637473453,0.39047467402785263,0.6314787434143108,0.40823621604108545,1.375502894621994,1.056427680414526,0.6004549755185699,-0.6824271979551345
-0.6877974689435196,-1.8853775295812236,0.9177616208333481,1.9002350657175262,-1.041788092410812,-0.6665509600868936,-0.4858688905694263,0.8548463040869811
0.7153474772864175,-0.3154041275718232,1.331157585271684,-0.9410716642256749,0.09645657387039502,0.3022201131431919,0.8674893565279899,-1.2729810447986065
-1.1287818699628103,0.0071634391339145545,-1.607949460885109,-0.6207037304654927,0.8456457788018105,0.0642943946339983,-0.052439601369013766,1.8314157954413557
-2.8794329411280644,-2.055748565572661,-2.019183672029099,0.9102154569141497,-0.23868655557000706,0.6136613345328764,0.5206392301980721,-0.07955381066946299
0.26590257121281236,0.15421513529945094,0.22223315856092304,1.886498124577939,-1.109314659513522,0.044233953172381525,-0.43336645114176425,-0.12375477960629537
0.6304781598049384,0.08926058872197859,0.804469978549219,-0.971220653358798,-0.24107795977197366,1.5896743451559199,0.8649394155200392,-0.03424059555860491
0.8880564540732935,0.8775719706800064,0.37818926726609264,0.17346334702861216,-1.2785611247074282,-0.6974329458146871,0.5185377881762543,0.27310904243873035
-0.8730895366287508,-0.7386731774365197,-0.4964353848410065,-0.8456969999084183,-1.1357968683453539,0.8342493195608816,0.5140245603424404,0.3553999712591021
-0.22752933719414464,-0.47715570342803165,0.15645619260627996,-0.6729378495287297,0.6812032325485703,1.8503572408080855,1.5649502961936363,1.646857973064875
0.36281823598292057,0.8545443366859797,-0.3435429271422614,-0.46064503360266684,-0.6227491862144985,0.7354248093532598,0.27615571446712556,0.20057802599812566
0.93103709003169,1.4104516874662567,-0.09593411569216398,0.2302334655342162,-0.08120642058419356,-1.5779581516700103,-1.393823864265296,-0.017493094961296696
-1.2469760525453564,-0.11158816674844702,-1.6563229592200404,-1.6822266752792854,-0.3888165470196483,-0.018863950363501247,-0.39965045445946207,1.569998328584447
0.06056144906489026,1.6374063689325087,-1.5582693069733293,-0.34769422350167867,1.1918509493403664,-1.3701341000353944,-0.9398479966189988,-1.3069547227687428
1.9579828455433894,1.2030967334269298,1.568615147055975,0.04569593664578163,-1.9545792830183575,-0.03037202000709736,-0.34696039081509156,0.3692244375426976
-1.9708180512880298,-2.1299293466042704,-0.6561655588096169,0.34883803110165496,0.3762507585304378,1.6191995824638745,-2.398175587178425,0.3566905275458825
-0.33492384593178304,-1.165173612242513,0.695009922317517,0.5777792298644839,-0.9614222855399035,-0.6484694383662281,-0.19551430848447168,-0.6552843282262846
0.8540419145866902,1.1095256372818878,0.09704290538310563,-0.16153846923121498,-0.926299231530742,-0.7882700806306124,-0.8153436513218678,0.36468246645451713
-0.5028914291981471,-0.5600873297159837,-0.15076899802132845,1.494854732720793,1.6432425779413367,-0.7660010039471224,-0.20037011019775128,-0.36679684034612187
2.127618880413302,1.1940970186170548,1.8182174543019791,-0.4114509210273808,-0.1636141599206678,0.06795412497461355,1.03717528451882,-0.08117343304967242
-0.2621215322078534,0.38177045879218935,-0.7550652388528678,-1.537420154173674,1.1508043272441757,0.4896672231136075,-0.9535147831236765,-0.5018638300148934
-0.7850822791762305,-0.8505666577886992,-0.2592753536116156,0.7814681775947389,-0.07165252782573606,0.5772670632808473,0.42516868087435433,0.04345225339339931
0.4845471312765073,1.5614417136111054,-0.8807259300880336,0.7710555209357368,0.19602477521460612,-0.7119144850282143,-2.6871720155472154,1.6316699921014226
